GHG source,Federal organization,Fiscal year,Fleet type,GHG scope,Energy category,Fuel type,Fuel consumption (L),Energy use (GJ),Emissions (t)
fleets,Public Services and Procurement Canada,FY 2005-06,Other mobile equipment,1,fuels with renewable content,ethanol-blended gasoline (10%),510.3998894,17.28214025,1.140999198
fleets,Public Services and Procurement Canada,FY 2005-06,Marine Vessels,1,gasoline,gasoline,749.2001261,26.22200441,1.745527208
fleets,Public Services and Procurement Canada,FY 2005-06,Other mobile equipment,1,liquified petroleum gas,propane,2288.900426,57.93206978,3.525684118
fleets,Public Services and Procurement Canada,FY 2005-06,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,7059.397336,270.374918,18.98184133
fleets,Public Services and Procurement Canada,FY 2005-06,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),11540.29895,390.7545223,24.07363701
fleets,Public Services and Procurement Canada,FY 2005-06,Marine Vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,13900.20246,532.3777542,37.62897015
fleets,Public Services and Procurement Canada,FY 2005-06,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,19336.09606,740.5724792,52.95295143
fleets,Public Services and Procurement Canada,FY 2005-06,Other mobile equipment,1,gasoline,gasoline,49969.59446,1748.935806,123.2350378
fleets,Public Services and Procurement Canada,FY 2005-06,on-road vehicles,1,gasoline,gasoline,530701.0498,18574.53674,1229.50177
fleets,Public Services and Procurement Canada,FY 2010-11,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2751.3006,96.32067,6.808035492
fleets,Public Services and Procurement Canada,FY 2010-11,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,7677.145,268.77025,18.8691733
fleets,Public Services and Procurement Canada,FY 2010-11,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,116227.4133,4069.021874,290.946113
fleets,Public Services and Procurement Canada,FY 2010-11,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),105.2096,3.683968,0.22590144
fleets,Public Services and Procurement Canada,FY 2010-11,Other mobile equipment,1,Fuels with renewable content,biodiesel (20%),122.0408,4.270281,0.24600856
fleets,Public Services and Procurement Canada,FY 2010-11,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),1461.7232,51.146574,2.94652624
fleets,Public Services and Procurement Canada,FY 2010-11,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),46844.381,1640.27998,100.5822009
fleets,Public Services and Procurement Canada,FY 2010-11,Marine vessels,1,Gasoline,gasoline,276.7,9.6845,0.6151041
fleets,Public Services and Procurement Canada,FY 2010-11,Other mobile equipment,1,Gasoline,gasoline,31359.34,1097.5769,70.46443698
fleets,Public Services and Procurement Canada,FY 2010-11,On-road vehicles,1,Gasoline,gasoline,332546.11,11639.11385,745.9009247
fleets,Public Services and Procurement Canada,FY 2010-11,On-road vehicles,1,Natural gas,compressed natural gas,7.2217,0.0010678,6.09E-05
fleets,Public Services and Procurement Canada,FY 2011-12,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,4237.8278,148.36271,10.4864158
fleets,Public Services and Procurement Canada,FY 2011-12,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,6036.5826,211.33557,14.83693784
fleets,Public Services and Procurement Canada,FY 2011-12,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,89274.4478,3125.42171,223.476139
fleets,Public Services and Procurement Canada,FY 2011-12,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),887.4159,31.073322,1.90542051
fleets,Public Services and Procurement Canada,FY 2011-12,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),3538.6512,123.819534,7.13317584
fleets,Public Services and Procurement Canada,FY 2011-12,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),52883.5861,1851.745838,113.5493173
fleets,Public Services and Procurement Canada,FY 2011-12,Other mobile equipment,1,Gasoline,gasoline,43580.82,1525.3287,97.92610254
fleets,Public Services and Procurement Canada,FY 2011-12,On-road vehicles,1,Gasoline,gasoline,308318.79,10791.15765,691.559046
fleets,Public Services and Procurement Canada,FY 2012-13,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,5391.779,188.76155,13.25211551
fleets,Public Services and Procurement Canada,FY 2012-13,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,8005.0168,280.24876,19.80824578
fleets,Public Services and Procurement Canada,FY 2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,94891.0438,3322.05391,237.5358753
fleets,Public Services and Procurement Canada,FY 2012-13,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),165.7438,5.803604,0.35587782
fleets,Public Services and Procurement Canada,FY 2012-13,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),3213.3864,112.438323,6.47751048
fleets,Public Services and Procurement Canada,FY 2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),17124.4719,599.474943,8.196298065
fleets,Public Services and Procurement Canada,FY 2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),27400.8153,959.453574,58.83382917
fleets,Public Services and Procurement Canada,FY 2012-13,Other mobile equipment,1,Gasoline,gasoline,7106.5,248.7275,15.9683055
fleets,Public Services and Procurement Canada,FY 2012-13,Marine vessels,1,Gasoline,gasoline,30061.03,1052.13605,66.82566969
fleets,Public Services and Procurement Canada,FY 2012-13,On-road vehicles,1,Gasoline,gasoline,259612.51,9086.43785,582.3108599
fleets,Public Services and Procurement Canada,FY 2013-14,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,9998.9412,350.05434,24.57577059
fleets,Public Services and Procurement Canada,FY 2013-14,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,23851.36612,835.015834,59.01970402
fleets,Public Services and Procurement Canada,FY 2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,103180.5553,3612.262585,258.2865836
fleets,Public Services and Procurement Canada,FY 2013-14,Other mobile equipment,1,Fuels with renewable content,biodiesel (20%),162.6856,5.692467,0.32793992
fleets,Public Services and Procurement Canada,FY 2013-14,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),385.0594,13.483052,0.82678266
fleets,Public Services and Procurement Canada,FY 2013-14,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),3463.5328,121.191096,6.98175296
fleets,Public Services and Procurement Canada,FY 2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),58394.5191,2044.713978,125.382151
fleets,Public Services and Procurement Canada,FY 2013-14,Marine vessels,1,Gasoline,gasoline,16808.39,588.29365,37.36505097
fleets,Public Services and Procurement Canada,FY 2013-14,Other mobile equipment,1,Gasoline,gasoline,8342.29,291.98015,18.74512563
fleets,Public Services and Procurement Canada,FY 2013-14,On-road vehicles,1,Gasoline,gasoline,240218.38,8407.6433,538.8098263
fleets,Public Services and Procurement Canada,FY 2014-15,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),169.572,5.93268,0.3973242
fleets,Public Services and Procurement Canada,FY 2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),2584.886,90.43534,6.0566471
fleets,Public Services and Procurement Canada,FY 2014-15,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,7965.414,278.8623,19.57769159
fleets,Public Services and Procurement Canada,FY 2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,42403.44,1484.508,106.146353
fleets,Public Services and Procurement Canada,FY 2014-15,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),23.208,0.81264,0.0498312
fleets,Public Services and Procurement Canada,FY 2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),29.977,1.04966,0.0643653
fleets,Public Services and Procurement Canada,FY 2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),40636.938,1422.57386,19.4500863
fleets,Public Services and Procurement Canada,FY 2014-15,Other mobile equipment,1,Gasoline,gasoline,3226,112.91,7.248822
fleets,Public Services and Procurement Canada,FY 2014-15,On-road vehicles,1,Gasoline,gasoline,330167,11555.845,740.564581
fleets,Public Services and Procurement Canada,FY 2014-15,Other mobile equipment,1,Liquified petroleum gas,propane,0.723,0.02531,0.00154034
fleets,Public Services and Procurement Canada,FY 2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,95973.338,3359.9441,240.2451268
fleets,Public Services and Procurement Canada,FY 2015-16,On-road vehicles,1,Gasoline,gasoline,312358,10932.53,700.618994
fleets,Public Services and Procurement Canada,FY 2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,88538.514,3099.6573,221.6339138
fleets,Public Services and Procurement Canada,FY 2016-17,On-road vehicles,1,Gasoline,gasoline,292658,10243.03,656.431894
fleets,Public Services and Procurement Canada,FY 2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),1821.999915,46.11481786,0.648267461
fleets,Public Services and Procurement Canada,FY 2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,58671.98257,2247.136932,160.6764851
fleets,Public Services and Procurement Canada,FY 2017-18,on-road vehicles,1,gasoline,gasoline,295549.0274,10344.21596,684.7131681
fleets,Public Services and Procurement Canada,FY 2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),332.4999123,8.415572781,0.118303491
fleets,Public Services and Procurement Canada,FY 2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),551.6999288,18.68055959,1.150873858
fleets,Public Services and Procurement Canada,FY 2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (20%),2206.600448,82.16056108,4.859713584
fleets,Public Services and Procurement Canada,FY 2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,62473.2883,2392.726942,171.0865426
fleets,Public Services and Procurement Canada,FY 2018-19,on-road vehicles,1,gasoline,gasoline,276029.6072,9661.036252,639.491703
fleets,Public Services and Procurement Canada,FY 2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),580.5002628,19.6557389,1.210952204
fleets,Public Services and Procurement Canada,FY 2019-20,on-road vehicles,1,fuels with renewable content,biodiesel (5%),1400.490245,53.26554573,3.647580564
fleets,Public Services and Procurement Canada,FY 2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),3876.110055,98.1043455,1.379119643
fleets,Public Services and Procurement Canada,FY 2019-20,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,54710.48849,2095.411709,149.8276508
fleets,Public Services and Procurement Canada,FY 2019-20,on-road vehicles,1,gasoline,gasoline,258111.3737,9033.898079,597.97964
fleets,Public Services and Procurement Canada,FY 2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (5%),367.3600933,13.97199011,0.956790463
fleets,Public Services and Procurement Canada,FY 2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),825.8998293,27.96496822,1.722868632
fleets,Public Services and Procurement Canada,FY 2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),2217.999808,56.13757515,0.789164536
fleets,Public Services and Procurement Canada,FY 2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,48619.09377,1862.111292,133.1460586
fleets,Public Services and Procurement Canada,FY 2020-21,on-road vehicles,1,gasoline,gasoline,183641.8418,6427.464463,425.4522229
fleets,Royal Canadian Mounted Police,FY 2005-06,on-road vehicles,1,natural gas,compressed natural gas,3069.956027,0.116658329,0.006610134
fleets,Royal Canadian Mounted Police,FY 2005-06,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),1130.105596,28.60297263,0.402091642
fleets,Royal Canadian Mounted Police,FY 2005-06,on-road vehicles,1,liquified petroleum gas,propane,1170.384022,29.6224196,1.802788727
fleets,Royal Canadian Mounted Police,FY 2005-06,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,28301.5909,1083.950932,77.50545073
fleets,Royal Canadian Mounted Police,FY 2005-06,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),85848.32148,2906.824165,179.0838909
fleets,Royal Canadian Mounted Police,FY 2005-06,on-road vehicles,1,gasoline,gasoline,4442803.753,155498.1313,10292.86368
fleets,Royal Canadian Mounted Police,FY 2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,17858.4,683.97672,48.90619275
fleets,Royal Canadian Mounted Police,FY 2017-18,on-road vehicles,1,fuels with renewable content,biodiesel (20%),245,9.12135,0.53957673
fleets,Royal Canadian Mounted Police,FY 2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),2530.1,64.036831,0.90020958
fleets,Royal Canadian Mounted Police,FY 2017-18,on-road vehicles,1,gasoline,gasoline,457326.5,16006.4275,1059.511169
fleets,Royal Canadian Mounted Police,FY 2018-19,on-road vehicles,1,natural gas,compressed natural gas,61.21568042,0.002326196,0.000131808
fleets,Royal Canadian Mounted Police,FY 2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (5%),4655.149113,177.0516138,12.12436056
fleets,Royal Canadian Mounted Police,FY 2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),7178.730663,243.0718203,14.97519082
fleets,Royal Canadian Mounted Police,FY 2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,90618.13673,3470.674637,248.1626697
fleets,Royal Canadian Mounted Police,FY 2018-19,on-road vehicles,1,gasoline,gasoline,1053258.538,36864.04883,2440.135773
fleets,Royal Canadian Mounted Police,FY 2019-20,on-road vehicles,1,fuels with renewable content,biodiesel (5%),4097.439842,155.8399782,10.67179978
fleets,Royal Canadian Mounted Police,FY 2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),22143.80001,749.7890682,46.1930716
fleets,Royal Canadian Mounted Police,FY 2019-20,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,80195.51588,3071.488258,219.619679
fleets,Royal Canadian Mounted Police,FY 2019-20,on-road vehicles,1,gasoline,gasoline,913709.6436,31979.83752,2116.836823
fleets,Royal Canadian Mounted Police,FY 2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (5%),6142.101252,233.605608,15.99712396
fleets,Royal Canadian Mounted Police,FY 2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),16656.99534,564.0058622,34.74734342
fleets,Royal Canadian Mounted Police,FY 2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,76500.92511,2929.985432,209.5018233
fleets,Royal Canadian Mounted Police,FY 2020-21,on-road vehicles,1,gasoline,gasoline,516251.3707,18068.79797,1196.025471
fleets,Shared Services Canada,FY 2005-06,on-road vehicles,1,gasoline,gasoline,99683.01043,3488.905365,230.9405899
fleets,Shared Services Canada,FY 2018-19,on-road vehicles,1,gasoline,gasoline,292000.075,10220.00262,676.4911118
fleets,Shared Services Canada,FY 2019-20,on-road vehicles,1,gasoline,gasoline,291643.8389,10207.53436,675.6659317
fleets,Shared Services Canada,FY 2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,208.8000336,7.997041285,0.57181029
fleets,Shared Services Canada,FY 2020-21,on-road vehicles,1,gasoline,gasoline,107771.0667,3771.987335,249.6785965
fleets,Transport Canada,FY 2005-06,on-road vehicles,1,natural gas,compressed natural gas,1055.164643,0.040096256,0.002271946
fleets,Transport Canada,FY 2005-06,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,946.9998972,36.27009606,2.592936501
fleets,Transport Canada,FY 2005-06,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),3724.000916,94.2544632,1.324998707
fleets,Transport Canada,FY 2005-06,Other mobile equipment,1,gasoline,gasoline,18130.00238,634.5500832,44.71221232
fleets,Transport Canada,FY 2005-06,Other mobile equipment,1,liquified petroleum gas,propane,80316.9983,2032.823227,123.7154493
fleets,Transport Canada,FY 2005-06,aircraft,1,aviation fuel,aviation gasoline,73752.48702,2472.183365,180.5424156
fleets,Transport Canada,FY 2005-06,on-road vehicles,1,gasoline,gasoline,739162.1703,25870.67596,1712.453896
fleets,Transport Canada,FY 2005-06,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1909062.169,73117.08105,5133.227936
fleets,Transport Canada,FY 2005-06,aircraft,1,aviation fuel,aviation turbo fuel,5193533.772,194238.1631,13395.9679
fleets,Transport Canada,FY 2005-06,Marine Vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,13097295.1,501626.4023,35449.52637
fleets,Transport Canada,FY 2010-11,Aircraft,1,aviation fuel,aviation gasoline,17096.947,598.21468,44.39406108
fleets,Transport Canada,FY 2010-11,Aircraft,1,aviation fuel,jet fuel,4352500.847,152276.4562,10503.11385
fleets,Transport Canada,FY 2010-11,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,4962.70126,173.739907,12.42287512
fleets,Transport Canada,FY 2010-11,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2133499.108,74691.9706,5243.793675
fleets,Transport Canada,FY 2010-11,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,13675306.87,478760.7432,33839.25934
fleets,Transport Canada,FY 2010-11,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),1253.6097,43.885009,0.600016095
fleets,Transport Canada,FY 2010-11,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),75474.2533,2642.769614,162.0550074
fleets,Transport Canada,FY 2010-11,Other mobile equipment,1,Gasoline,gasoline,17980,629.3,40.40106
fleets,Transport Canada,FY 2010-11,On-road vehicles,1,Gasoline,gasoline,617191.73,21601.71055,1384.36105
fleets,Transport Canada,FY 2010-11,Other mobile equipment,1,Liquified petroleum gas,propane,53921.34,1887.6198,114.8785572
fleets,Transport Canada,FY 2011-12,Aircraft,1,aviation fuel,aviation gasoline,1140.978,39.92232,2.96267205
fleets,Transport Canada,FY 2011-12,Aircraft,1,aviation fuel,jet fuel,2489668.93,87103.478,6007.873894
fleets,Transport Canada,FY 2011-12,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),320.665,11.21885,0.75135025
fleets,Transport Canada,FY 2011-12,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,7377.89224,258.293668,18.46869863
fleets,Transport Canada,FY 2011-12,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2109688.198,73858.3711,5185.270332
fleets,Transport Canada,FY 2011-12,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,14185008.69,496604.9659,35100.50577
fleets,Transport Canada,FY 2011-12,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),504.1479,17.648663,0.241300665
fleets,Transport Canada,FY 2011-12,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),87031.6439,3047.457562,186.8705297
fleets,Transport Canada,FY 2011-12,Other mobile equipment,1,Gasoline,gasoline,17139,599.865,38.511333
fleets,Transport Canada,FY 2011-12,On-road vehicles,1,Gasoline,gasoline,518340.1,18141.9035,1162.636844
fleets,Transport Canada,FY 2011-12,Other mobile equipment,1,Liquified petroleum gas,propane,58069.191,2032.82327,123.7154878
fleets,Transport Canada,FY 2012-13,Aircraft,1,aviation fuel,jet fuel,2742361.288,95944.1648,6617.651284
fleets,Transport Canada,FY 2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),1141.4587,39.935303,2.674552195
fleets,Transport Canada,FY 2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,5773.07082,202.110249,14.45143161
fleets,Transport Canada,FY 2012-13,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2124992.164,74394.1498,5222.884991
fleets,Transport Canada,FY 2012-13,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,13535021.17,473849.4614,33492.12532
fleets,Transport Canada,FY 2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),685.404,23.99388,0.3280554
fleets,Transport Canada,FY 2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),80869.5331,2831.688098,173.6395156
fleets,Transport Canada,FY 2012-13,Other mobile equipment,1,Gasoline,gasoline,17139,599.865,38.511333
fleets,Transport Canada,FY 2012-13,On-road vehicles,1,Gasoline,gasoline,417285.57,14604.99495,935.9715335
fleets,Transport Canada,FY 2012-13,Other mobile equipment,1,Liquified petroleum gas,propane,53921.34,1887.6198,114.8785572
fleets,Transport Canada,FY 2013-14,Aircraft,1,aviation fuel,jet fuel,3945182.984,138026.0464,9520.20631
fleets,Transport Canada,FY 2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),1004.9315,35.158735,2.354655275
fleets,Transport Canada,FY 2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,3553.44328,124.402996,8.895152018
fleets,Transport Canada,FY 2013-14,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2063549.803,72243.10554,5071.869665
fleets,Transport Canada,FY 2013-14,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,13428114.83,470106.7624,33227.58784
fleets,Transport Canada,FY 2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),391.0707,13.690179,0.187178445
fleets,Transport Canada,FY 2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),89359.0195,3128.95181,191.8677686
fleets,Transport Canada,FY 2013-14,Other mobile equipment,1,Gasoline,gasoline,22334.98195,781.7243683,50.18670444
fleets,Transport Canada,FY 2013-14,On-road vehicles,1,Gasoline,gasoline,406933.15,14242.66025,912.7510554
fleets,Transport Canada,FY 2013-14,Other mobile equipment,1,Liquified petroleum gas,propane,53921.11975,1887.61209,114.878088
fleets,Transport Canada,FY 2014-15,Aircraft,1,aviation fuel,jet fuel,3488057.108,122033.055,8417.10598
fleets,Transport Canada,FY 2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),1282.9861,44.886809,3.006165085
fleets,Transport Canada,FY 2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,7064.41748,247.319186,17.68399337
fleets,Transport Canada,FY 2014-15,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2207207.358,77272.4331,5424.956561
fleets,Transport Canada,FY 2014-15,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,13671871.6,478640.4773,33830.75883
fleets,Transport Canada,FY 2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),338.5809,11.852673,0.162055215
fleets,Transport Canada,FY 2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),87332.4776,3057.991408,187.5164666
fleets,Transport Canada,FY 2014-15,Other mobile equipment,1,Gasoline,gasoline,22947,803.145,51.561909
fleets,Transport Canada,FY 2014-15,On-road vehicles,1,Gasoline,gasoline,392603.97,13741.13895,880.6107047
fleets,Transport Canada,FY 2014-15,Other mobile equipment,1,Liquified petroleum gas,propane,53921.34,1887.6198,114.8785572
fleets,Transport Canada,FY 2015-16,Aircraft,1,aviation fuel,jet fuel,1523590.112,53304.2752,3676.608222
fleets,Transport Canada,FY 2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),1004.9315,35.158735,2.354655275
fleets,Transport Canada,FY 2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,3553.44328,124.402996,8.895152018
fleets,Transport Canada,FY 2015-16,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,14933106.56,522795.2298,36951.65824
fleets,Transport Canada,FY 2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),391.0707,13.690179,0.187178445
fleets,Transport Canada,FY 2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),89359.0195,3128.95181,191.8677686
fleets,Transport Canada,FY 2015-16,On-road vehicles,1,Gasoline,gasoline,406933.15,14242.66025,912.7510554
fleets,Transport Canada,FY 2016-17,Aircraft,1,aviation fuel,jet fuel,1621653.758,56735.1268,3913.247726
fleets,Transport Canada,FY 2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),1693.396047,59.2454937,3.967796744
fleets,Transport Canada,FY 2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,5584.591002,195.5117325,13.97961977
fleets,Transport Canada,FY 2016-17,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2177596.571,76235.7849,5352.178065
fleets,Transport Canada,FY 2016-17,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,16429017,575165.7689,40653.25717
fleets,Transport Canada,FY 2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),3229.563543,113.0570585,1.545768277
fleets,Transport Canada,FY 2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),164499.2326,5760.024837,353.2055395
fleets,Transport Canada,FY 2016-17,Other mobile equipment,1,Gasoline,gasoline,25186.9892,881.5446219,56.59516473
fleets,Transport Canada,FY 2016-17,On-road vehicles,1,Gasoline,gasoline,711510.1605,24902.85562,1595.91729
fleets,Transport Canada,FY 2017-18,Marine Vessels,1,gasoline,gasoline,1142.460258,39.98610902,2.661765993
fleets,Transport Canada,FY 2017-18,other mobile equipment,1,gasoline,gasoline,4138.999285,144.864975,10.20759964
fleets,Transport Canada,FY 2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),74625.27826,1888.765793,26.55168629
fleets,Transport Canada,FY 2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,120662.6624,4621.379972,330.4411317
fleets,Transport Canada,FY 2017-18,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,473804.3197,18146.70544,1273.999687
fleets,Transport Canada,FY 2017-18,on-road vehicles,1,gasoline,gasoline,576937.8638,20192.82523,1336.620942
fleets,Transport Canada,FY 2017-18,aircraft,1,aviation fuel,aviation gasoline,3953521.19,132522.0303,9834.583099
fleets,Transport Canada,FY 2017-18,Marine Vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",light fuel oil,14266661.87,553546.4805,39655.97266
fleets,Transport Canada,FY 2018-19,other mobile equipment,1,liquified petroleum gas,propane,1300.499706,32.91564755,2.003212346
fleets,Transport Canada,FY 2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (5%),6019.998768,228.9616231,15.67910689
fleets,Transport Canada,FY 2018-19,other mobile equipment,1,gasoline,gasoline,16165.84544,565.8045902,39.86820829
